Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 12:00:01,0,0.8301,-0.0433,0.0192,1.9268,26.4899,29.0644,70.5603,6.7841,1.2805,96.0309,0.9735,4.5116,0.0000,0.0000,0.0000,102.6004,-24.1862,102.9248,0.0000,0.0000,
08-03-2009 12:00:01,-1.93,0.8301,-0.0319,0.0174,1.9268,27.6424,28.9946,69.6823,5.0296,0.9736,73.8524,0.7900,3.9162,0.0000,-61.0599,-1.9697,76.4646,-15.1297,79.6987,581.0197,115.0454,
09-03-2009 12:00:02,0,0.9034,-0.0189,0.0108,2.0001,26.1128,29.0805,71.2210,7.1493,1.2652,94.5063,0.8841,4.4237,0.0000,0.0000,0.0000,107.9267,-9.1259,101.2129,0.0000,0.0000,
09-03-2009 12:00:02,-2.00,0.9034,-0.0302,0.0166,2.0001,27.9279,29.0136,70.0135,4.7986,0.8648,64.8654,0.6914,3.5423,0.0000,-60.0258,-3.4337,73.0906,-15.3498,70.1344,574.7831,115.6953,
13-03-2009 12:00:04,0,0.9749,-0.0307,0.0163,2.0716,23.2001,27.6999,69.2815,9.4198,1.5324,125.9105,0.7127,4.2068,0.0000,0.0000,0.0000,136.7369,-22.8510,132.4990,0.0000,0.0000,
13-03-2009 12:00:04,-2.07,0.9749,-0.0240,0.0139,2.0716,29.8158,29.9929,68.3532,2.9134,0.4706,36.3819,0.4117,2.0058,0.0000,-51.4148,-24.6843,45.5592,-36.5855,39.4533,545.9511,126.7961,
26-03-2009 12:00:03,0,0.8397,-0.0317,0.0129,1.9364,26.2401,27.4019,72.9710,5.3921,0.3918,35.3651,0.2136,1.4355,0.0000,0.0000,0.0000,79.2136,-5.0251,37.5837,0.0000,0.0000,
26-03-2009 12:00:03,-1.94,0.8397,-0.0266,0.0137,1.9364,28.8004,28.8366,72.7839,3.1238,0.3216,35.2582,0.2466,1.3544,0.0000,-48.7559,9.7116,47.6727,-24.4287,37.3660,571.6517,142.2857,
27-03-2009 12:00:01,0,0.9262,-0.0346,0.0136,2.0229,26.4130,27.4377,73.7744,5.3131,0.3615,32.5522,0.2085,1.2732,0.0000,0.0000,0.0000,78.1767,-2.5151,34.5769,0.0000,0.0000,
27-03-2009 12:00:01,-2.02,0.9262,-0.0319,0.0171,2.0229,29.2698,29.0097,73.1614,3.0542,0.2982,32.1462,0.2621,1.2439,0.0000,-48.8461,13.4911,46.8640,-20.7243,34.1366,577.5385,142.9163,
28-03-2009 12:00:03,0,0.9923,-0.0382,0.0269,2.0890,26.8720,27.5040,74.6540,5.2413,0.3289,29.5215,0.2103,1.1711,0.0000,0.0000,0.0000,77.4043,-1.9337,31.4155,0.0000,0.0000,
28-03-2009 12:00:03,-2.09,0.9923,-0.0290,0.0154,2.0890,29.3569,29.2405,73.6380,3.0753,0.2836,30.3497,0.2592,1.1669,0.0000,-49.8968,16.5138,47.3883,-17.6541,32.2465,583.4186,144.6042,
29-03-2009 12:00:01,0,0.9382,-0.0515,0.0205,2.0349,27.2690,27.3856,75.2188,4.8484,0.3140,29.8174,0.2203,1.1845,0.0000,0.0000,0.0000,71.6187,-8.5059,31.7190,0.0000,0.0000,
29-03-2009 12:00:01,-2.03,0.9382,-0.0257,0.0142,2.0349,29.3799,29.1221,74.0754,2.9118,0.2716,30.6104,0.2412,1.0886,0.0000,-48.0682,34.5695,44.7887,-24.2846,32.3988,586.5309,138.0343,
31-03-2009 12:00:00,0,0.8873,-0.0682,0.0413,1.9840,27.6702,26.0656,76.1983,4.3147,0.2988,31.7747,0.2267,1.0952,0.0000,0.0000,0.0000,62.4650,-10.5120,33.5790,0.0000,0.0000,
31-03-2009 12:00:00,-1.98,0.8873,-0.0371,0.0183,1.9840,28.7661,27.5522,75.5645,3.2177,0.2692,30.9783,0.2223,1.0233,0.0000,-44.8293,7.5654,48.0649,-25.7908,32.6801,580.1017,123.2647,
