Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,16/01/2006 10:20:00,16/01/2006 10:20:00,2.000
WQ_DIAG_PHY_TCHLA,10/03/2000 14:35:00,16/01/2006 10:20:00,3.000
Cloud,10/03/2000 14:35:00,01/10/2019 11:11:00,808.000
SAL,18/03/2004 09:45:24,01/10/2019 11:14:20,4949.000
WQ_NIT_NIT,10/03/2000 14:35:00,23/01/2006 10:00:00,9.000
WQ_DIAG_TOT_TKN,10/03/2000 14:35:00,23/01/2006 10:00:00,9.000
WQ_DIAG_TOT_TN,10/03/2000 14:35:00,23/01/2006 10:00:00,9.000
WQ_NIT_AMM,16/01/2006 10:20:00,21/09/2007 08:50:00,10.000
WQ_DIAG_OXY_OXY_SAT,18/03/2004 09:45:24,01/10/2019 11:14:20,4981.000
WQ_OXY_OXY,18/03/2004 09:45:24,01/10/2019 11:14:20,4976.000
WQ_DIAG_TOT_TP,10/03/2000 14:35:00,23/01/2006 10:00:00,9.000
WQ_CAR_PH,18/03/2004 09:45:24,01/10/2019 11:14:20,4960.000
Phaeophytin,10/03/2000 14:35:00,16/01/2006 10:20:00,3.000
WQ_PHS_FRP,16/01/2006 10:20:00,21/09/2007 08:50:00,10.000
WQ_SIL_RSI,21/09/2007 08:50:00,21/09/2007 08:50:00,2.000
TEMP,18/03/2004 09:45:24,01/10/2019 11:14:20,4960.000
TRC_SS1,10/03/2000 14:35:00,23/01/2006 10:00:00,5.000
Wind_Dir,10/03/2000 14:35:00,01/10/2019 11:11:00,586.000
Wind_Speed,10/03/2000 14:35:00,01/10/2019 11:11:00,772.000
WQ_OGM_POC,16/01/2006 10:20:00,16/01/2006 10:20:00,2.000
WQ_NCS_SS1,10/03/2000 14:35:00,23/01/2006 10:00:00,5.000
