Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 12:00:01,0,0.8197,0.0579,-0.0341,1.4890,23.5117,29.0563,70.5319,4.9273,1.1272,50.9874,0.6249,5.1152,0.0000,0.0000,0.0000,73.2917,-120.0345,57.9740,0.0000,0.0000,
08-03-2009 12:00:01,-1.49,0.8197,0.0381,-0.0278,1.4890,23.6367,29.0253,70.5563,4.8152,1.1031,50.6842,0.6095,5.4432,0.0000,-60.1627,20.6816,71.6365,-80.8577,58.1636,675.9515,137.7200,
09-03-2009 12:00:02,0,0.8974,0.0612,-0.0356,1.5668,20.7975,28.0728,66.4540,5.2700,1.1925,45.5013,0.5946,4.0665,0.0000,0.0000,0.0000,75.9580,-108.0562,51.4989,0.0000,0.0000,
09-03-2009 12:00:02,-1.57,0.8974,0.0303,-0.0204,1.5668,23.7458,29.9125,70.5288,4.8604,1.1301,64.8150,0.5912,5.1941,0.0000,-64.6545,10.6232,73.4170,-86.4903,71.8782,667.8578,136.3721,
13-03-2009 12:00:04,0,0.9689,0.0539,-0.0320,1.6383,19.9153,27.7670,60.8690,7.2341,1.3697,81.9653,0.5315,4.2175,0.0000,0.0000,0.0000,103.2195,-187.4762,88.2277,0.0000,0.0000,
13-03-2009 12:00:04,-1.64,0.9689,0.0312,-0.0212,1.6383,24.0821,30.3007,68.1801,4.7066,0.9065,66.2044,0.3975,4.0181,0.0000,-65.7624,-2.2202,71.6778,-73.4458,71.6766,617.5124,135.6561,
26-03-2009 12:00:03,0,0.8332,0.0638,-0.0424,1.5025,24.1717,28.3484,72.1990,5.6285,0.4641,50.4002,0.2029,2.0000,0.0000,0.0000,0.0000,83.0455,-4.7186,53.2359,0.0000,0.0000,
26-03-2009 12:00:03,-1.50,0.8332,0.0335,-0.0200,1.5025,24.4881,28.5267,72.2975,5.3844,0.4494,49.9373,0.2014,2.1108,0.0000,-60.4494,8.1863,79.8206,-0.9065,52.8640,584.1085,142.6461,
27-03-2009 12:00:01,0,0.9181,0.0828,-0.0556,1.5875,24.4674,28.4311,73.2268,5.4015,0.4200,45.6575,0.2044,1.7797,0.0000,0.0000,0.0000,79.9380,-5.9652,48.2354,0.0000,0.0000,
27-03-2009 12:00:01,-1.59,0.9181,0.0367,-0.0213,1.5875,24.8120,28.5839,73.3054,5.1733,0.4052,45.2119,0.2019,1.9300,0.0000,-59.8062,12.8179,76.9028,-0.6899,47.9168,589.4066,141.9942,
28-03-2009 12:00:03,0,0.9847,0.0740,-0.0425,1.6541,24.8713,28.4907,74.2999,5.1943,0.3786,41.7226,0.2053,1.6857,0.0000,0.0000,0.0000,77.1206,-6.4512,44.1685,0.0000,0.0000,
28-03-2009 12:00:03,-1.65,0.9847,0.0374,-0.0233,1.6541,24.9578,28.4933,74.2869,5.0959,0.3742,41.8533,0.2036,1.7673,0.0000,-59.0480,17.2889,75.6998,-1.5496,44.3685,594.4219,141.2875,
29-03-2009 12:00:01,0,0.9287,0.0663,-0.0463,1.5980,25.1331,27.8422,75.2133,5.0854,0.3476,40.4548,0.2051,1.6705,0.0000,0.0000,0.0000,74.7988,-7.9506,42.8537,0.0000,0.0000,
29-03-2009 12:00:01,-1.60,0.9287,0.0408,-0.0241,1.5980,25.2471,27.9814,75.2086,4.9578,0.3445,40.6752,0.2047,1.6914,0.0000,-56.1636,31.4481,73.1398,-5.7705,43.0867,596.1096,133.1788,
31-03-2009 12:00:00,0,0.8730,0.0918,-0.0552,1.5424,25.8163,27.2029,76.8749,4.3852,0.3090,41.5671,0.2073,1.4941,0.0000,0.0000,0.0000,64.0537,-17.6438,43.7548,0.0000,0.0000,
31-03-2009 12:00:00,-1.54,0.8730,0.0540,-0.0371,1.5424,25.8306,27.2001,76.8629,4.3770,0.3079,41.5600,0.2066,1.5163,0.0000,-50.2696,7.4844,63.9367,-15.5989,43.7615,589.5750,126.9784,
